admission_grade,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
-0.204934046713841,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.5203297926791717,-0.2444740387695325,0.0425431106781242,0.5407502271032851
0.4384924845678727,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.1312881557223449,0.373305815552363,0.5863440779949788,0.3887094837162836
-0.0269650061465577,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.1312881557223449,0.373305815552363,0.6004687784447671,0.3887094837162836
0.6849111561225735,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,0.2577534812344818,0.373305815552363,0.737949196156041,0.7718521570515272
0.3631978904817151,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.1312881557223449,0.373305815552363,0.5439699766456136,0.7840154165224876
0.4932521893578067,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,0.5799018458611466,-0.1312881557223449,0.0644158883914152,0.2567677341665822,0.5407502271032851
0.1030892927295338,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,-0.3144478690776571,1.424878392104962,0.9910856698742586,0.46275294905933,0.6137297839290459
-0.6977713898232396,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.1312881557223449,0.0644158883914152,0.0072313595536531,0.3947911134517636
-0.4718876075647646,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.1312881557223449,0.373305815552363,0.3556406373151012,0.631974673135486
-0.2323138991088071,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.1312881557223449,0.373305815552363,0.4874711748464598,0.5407502271032851
-0.7525310946131726,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,0.0688448658961159,-0.1312881557223449,0.0644158883914152,0.4083728523276445,0.3947911134517636
0.1715389237169502,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,0.2577534812344818,0.6821957427133108,0.5220766909484416,0.8828418997240385
3.060113351385923,-0.3583022169996576,0.3931668254974669,-0.7242717091049654,-0.6034474428104724,0.3243733558786312,-0.1312881557223449,-1.4800337474133236,-2.0832243070150342,-1.831085369733937
