admission_grade,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,target
0.00041484624840820716,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.44221211406891475,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
1.040849237257138,-0.35830221699965764,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,0.37330581555236303,0.6852169811434977,0.6623828218128862,1
-0.17070923122013287,-0.35830221699965764,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
-0.5266473123546985,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,0.37330581555236303,0.5722193775451904,0.4312808918646442,1
0.9723996062697218,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,2.751894010712527,-0.13128815572234495,0.06441588839141525,0.3556406373151012,0.5407502271032851,1
-0.8552055410942973,2.7909400292685196,0.39316682549746695,1.3806973093506187,-0.6034474428104724,3.3907152356688153,-0.5203297926791717,0.06441588839141525,0.26147596764984504,0.2670768890066825,1
0.07570944033456686,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,0.25775348123448183,0.6821957427133108,0.5467949167355713,0.7861439869299056,1
-0.9715699137729054,-0.35830221699965764,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,-0.18668362408639944,-0.5203297926791717,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
0.13731410822324205,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-0.13128815572234495,0.37330581555236303,0.660498755356368,0.7492632466054585,1
-0.29391856699748226,2.7909400292685196,-2.5434495871687997,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,0.06441588839141525,0.17107788477119906,0.631974673135486,0
0.22629862850688223,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,0.37330581555236303,0.3556406373151012,0.7596888975805671,1
-0.5471822016509232,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,0.6467951181913085,0.6821957427133108,0.5298452761958249,0.5798464182599425,1
0.19891877611191527,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
-1.0605544340565465,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-0.13128815572234495,0.37330581555236303,0.007231359553653177,0.17585244297448166,1
0.671221229925089,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.5203297926791717,-0.24447403876953253,0.5369076264207193,0.3583013350388834,1
-0.45135271826853984,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,0.06441588839141525,0.5270203361058672,-1.8310853697339375,0
0.00041484624840820716,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,0.25775348123448183,0.6821957427133108,0.5480308280249278,0.8226337653427859,1
0.6164615251351571,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.5203297926791717,-0.24447403876953253,0.38859827169794076,0.40391355805498386,1
-0.47873257066350683,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,1
-0.12279448952894118,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,0.6467951181913085,0.6821957427133108,0.459221773946883,0.5146860996655136,1
-0.848360577995555,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.5699763590601724,-0.13128815572234495,0.37330581555236303,0.561625852207849,0.4104295899144269,1
-0.2323138991088071,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,0.25775348123448183,0.37330581555236303,0.5461357640479148,0.7440504211179042,1
-0.7456861315144303,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.3144478690776571,-0.13128815572234495,0.37330581555236303,0.16613423961377305,0.5928784819788286,1
-0.35552323488615745,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.5203297926791717,0.06441588839141525,0.28972536854942177,0.4191176323936841,1
0.18522884991443278,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,0.37330581555236303,0.45451354046362025,0.6137297839290459,1
0.49325218935780674,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,0.37330581555236303,0.4215559060807803,0.7916174536918376,1
0.2810583332968162,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,1.3464873158086925,-0.5203297926791717,0.06441588839141525,0.36882369106823704,0.6189426094166003,1
-1.6971360022395192,2.7909400292685196,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,1.7297800507824657,0.25775348123448183,-1.4800337474133236,-2.0832243070150342,-0.006596449089920076,0
0.10308929272953384,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,2.4963655207300115,-0.5203297926791717,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
-0.30076353009622353,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,4.029536460625104,-0.5203297926791717,-1.1711438202523758,-0.10576624404465419,0.3583013350388834,0
-0.9168102089829714,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,1.9853085407649809,-0.5203297926791717,0.06441588839141525,0.0919795622523838,0.28532177821312266,1
-0.49926745995973154,2.7909400292685196,-2.5434495871687997,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,-0.5533639659304803,0.22381009978374233,0.3583013350388834,0
-0.42397286587357386,2.7909400292685196,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,-0.24447403876953253,0.4380347232722003,-1.8310853697339375,0
-0.4718876075647646,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.18668362408639944,-0.5203297926791717,0.06441588839141525,0.8434136261811283,1.05160712488361,1
-1.8271903011156108,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.18668362408639944,0.25775348123448183,0.06441588839141525,0.6709792830901112,0.7857530250183387,1
-0.40343797657734815,-0.35830221699965764,-2.5434495871687997,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,-0.24447403876953253,0.4874711748464598,0.6867093407548067,0
-1.2042986591301206,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,0.7076660908524043,-0.5203297926791717,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
0.020949735544632943,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,0.37330581555236303,0.22381009978374233,0.5772400055161654,1
0.3495079642842326,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.18668362408639944,0.25775348123448183,0.37330581555236303,0.5896398414332625,0.6814965152672524,1
0.41795759527164905,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-0.13128815572234495,0.37330581555236303,0.19085246540090278,0.5928784819788286,1
-0.08172471093649171,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.5699763590601724,-0.13128815572234495,0.06441588839141525,0.3556406373151012,0.510342078425885,1
-0.9441900613779384,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,0.0688448658961159,-0.13128815572234495,0.37330581555236303,0.6193017123778183,0.7536072678450871,1
2.190803037845735,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,-0.5203297926791717,0.06441588839141525,0.8264639856413819,1.05160712488361,1
-0.49926745995973154,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,0.4521376008698889,-0.5203297926791717,0.06441588839141525,0.012881239733568528,0.17585244297448166,0
0.12362418202575759,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,0.25775348123448183,0.6821957427133108,0.4962598773485503,0.6493073178816043,1
0.18522884991443278,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,1.9853085407649809,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
1.9170045138960692,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,0.4521376008698889,-0.13128815572234495,0.06441588839141525,0.4874711748464598,0.5225053378968451,0
0.8560352335911146,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,0.6467951181913085,0.9910856698742586,0.8701093100312284,0.8937888332479026,1
-0.848360577995555,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,0.25775348123448183,0.37330581555236303,0.5138372823527314,0.39870073256742955,1
0.3152831487905244,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-0.13128815572234495,0.37330581555236303,0.28972536854942177,0.3583013350388834,1
-0.08856967403523296,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,0.7076660908524043,0.25775348123448183,0.06441588839141525,0.26995078791971805,0.17585244297448166,0
0.06201951413708241,-0.35830221699965764,0.39316682549746695,1.3806973093506187,1.657145144807706,-0.5699763590601724,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,1
0.18522884991443278,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.05891937909514178,-0.13128815572234495,0.37330581555236303,0.4027229721477292,0.4364937173521985,1
-0.4924224968609903,2.7909400292685196,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.5699763590601724,-0.5203297926791717,0.06441588839141525,0.13152872351179126,0.13024021995838123,0
0.2399885547043667,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,0.0688448658961159,0.25775348123448183,0.6821957427133108,0.28478172339199576,0.6775868961515865,1
0.5822367096414488,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.5699763590601724,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
-1.0673993971552878,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,-0.5533639659304803,0.22381009978374233,0.3583013350388834,0
0.3837327797779408,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,0.37330581555236303,0.3556406373151012,0.4191176323936841,1
-0.8072907994031056,2.7909400292685196,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.6977406040514301,-0.5203297926791717,-0.5533639659304803,-0.03985097527897475,0.14978831553671007,0
-1.4575622937835615,-0.35830221699965764,0.39316682549746695,1.3806973093506187,1.657145144807706,-0.3144478690776571,-0.13128815572234495,-0.24447403876953253,-0.006893340896135201,0.17585244297448166,0
-0.47873257066350683,2.7909400292685196,0.39316682549746695,1.3806973093506187,1.657145144807706,-0.5699763590601724,-0.13128815572234495,0.37330581555236303,0.6193017123778183,0.6015665244580859,1
0.2399885547043667,-0.35830221699965764,0.39316682549746695,1.3806973093506187,1.657145144807706,-0.18668362408639944,0.25775348123448183,0.6821957427133108,0.8518884464510009,0.915784060791222,1
-0.7046163529219809,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,1.2187230708174348,-0.13128815572234495,0.37330581555236303,0.28972536854942177,0.29748503768408274,1
-1.1700738436364124,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,0.06441588839141525,0.32927452980882926,0.39479111345176365,0
1.9443843662910343,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,1.4742515607999502,-2.0764963405064787,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
3.6350902516802215,2.7909400292685196,0.39316682549746695,1.3806973093506187,-0.6034474428104724,0.0688448658961159,2.2029616660186155,0.37330581555236303,0.3226830029322613,0.5954848947226058,0
-1.1837637698338959,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,1.2187230708174348,-0.13128815572234495,0.37330581555236303,0.0919795622523838,0.17585244297448166,1
2.3071674105243423,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.18668362408639944,0.6467951181913085,0.6821957427133108,0.5032908393502228,0.5553461384684373,1
-1.8682600797080602,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,0.19660911088737357,-0.5203297926791717,-0.24447403876953253,-0.006893340896135201,0.28532177821312266,1
-0.6635465743295313,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,0.37330581555236303,0.026064293486704346,0.2123422213873619,1
-1.8135003749181273,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,0.0688448658961159,0.25775348123448183,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
-1.526011924770978,-0.35830221699965764,-2.5434495871687997,-0.7242717091049654,-0.6034474428104724,-0.3144478690776571,-0.13128815572234495,0.37330581555236303,0.6852169811434977,0.631974673135486,1
-1.8682600797080602,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,0.32437335587863125,-0.13128815572234495,-0.8622538930914281,0.28972536854942177,-1.8310853697339375,0
-0.8072907994031056,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,1.9853085407649809,-0.13128815572234495,-0.5533639659304803,0.4215559060807803,-1.8310853697339375,0
-0.9099652458842301,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,2.6241297657212694,0.6467951181913085,0.9910856698742586,0.26500714276229204,0.4191176323936841,1
-0.16386426812139065,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,0.37330581555236303,0.6193017123778183,0.6015665244580859,1
-0.47873257066350683,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,0.25775348123448183,0.6821957427133108,0.6357805295692383,0.8103691453762347,1
-1.0810893233527712,2.7909400292685196,-2.5434495871687997,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,0.25775348123448183,-0.24447403876953253,0.2818155362975404,-1.8310853697339375,0
0.10308929272953384,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.3144478690776571,1.4248783921049621,0.9910856698742586,0.46275294905933,0.6137297839290459,0
-1.1837637698338959,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-2.4655379774633057,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,1
-0.9441900613779384,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,1.602015805791208,-0.13128815572234495,-1.4800337474133236,-2.0832243070150342,-1.8310853697339375,0
2.238717779536926,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,2.4963655207300115,4.537211487759576,4.079984941483736,0.8101090693311004,0.7653027096440872,1
