Application mode,Course,Previous qualification,Mother's occupation,Father's occupation,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Previous qualification (grade),Admission grade,Application order_2,Application order_3,Application order_4,Application order_5,Application order_6,Application order_9,Daytime/evening attendance_1,Displaced_1,Educational special needs_1,Debtor_1,Tuition fees up to date_1,Gender_1,Scholarship holder_1,International_1
0.10642317380352645,0.02644836272040302,0.8790931989924433,0.058564231738035266,0.086272040302267,0.02702702702702703,-0.2960070625671899,0.01775279384216274,-0.9653383258338505,0.7348744962218693,0.510443968290928,-0.23965421004974108,-0.27024757783927017,0.03371684768103809,-0.40281790248475247,-1.4034794626088938,-0.3104676376599571,-0.24059405931564043,-0.17991512318290445,0.13718652104598558,0.7288621772587227,Enrolled,1.2500487645520602,1.6558729840865114,True,False,False,False,False,False,True,True,False,False,True,True,False,False
0.10012594458438287,0.06801007556675064,0.8790931989924433,0.14231738035264482,0.11397984886649874,0.13513513513513514,-0.2960070625671899,-0.4856657172534554,0.19030227833060823,-0.1392683502203241,0.10203275355113677,-0.23965421004974108,-0.27024757783927017,-0.5126337045382318,0.4388595042860198,-0.026589808599674383,0.8009608499535983,-0.24059405931564043,-0.9033158556821871,0.13718652104598558,1.4937143905690557,Enrolled,-0.0662792136373152,-0.07337842644980562,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.0069269521410579345,0.023299748110831235,0.034634760705289674,0.06801007556675064,0.09760705289672544,0.13513513513513514,-0.2960070625671899,0.01775279384216274,0.19030227833060823,0.7348744962218693,0.39375504979384474,-0.23965421004974108,-0.27024757783927017,0.03371684768103809,0.7194186398762772,-0.026589808599674383,0.7083418093191353,-0.24059405931564043,1.6095498466837415,1.1572302454253676,-1.7774332109898265,Enrolled,-0.0662792136373152,-0.07337842644980562,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.3778337531486146,0.02644836272040302,0.8790931989924433,0.058564231738035266,0.045969773299748114,0.02702702702702703,-0.2960070625671899,0.01775279384216274,-0.9653383258338505,0.7348744962218693,0.32892787285102093,-0.23965421004974108,-0.27024757783927017,0.03371684768103809,-0.9639361736652673,0.8913366274064719,0.47679420773297815,-0.24059405931564043,-1.398274251602749,1.0115097133711703,0.11525192703235371,Enrolled,-0.17597321181976316,1.1851891682008873,True,False,False,False,False,False,True,True,False,False,True,False,False,False
0.10642317380352645,0.021410579345088162,0.8790931989924433,0.17065491183879095,0.11397984886649874,0.10810810810810806,-0.2960070625671899,0.01775279384216274,-0.3875180237516211,0.2978030730007726,0.1837149964990952,-0.23965421004974108,-0.27024757783927017,0.03371684768103809,-0.40281790248475247,0.43237340940339875,0.1989370858295893,-0.24059405931564043,1.6095498466837415,1.1572302454253676,-1.7774332109898265,Enrolled,0.2737721807282728,-0.7998686640123995,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.07619647355163728,0.06801007556675064,0.8790931989924433,0.16750629722921914,0.13664987405541562,0.5945945945945947,-0.2960070625671899,-0.4856657172534554,-0.3875180237516211,-0.1392683502203241,0.03396421776117157,-0.23965421004974108,-0.27024757783927017,-0.5126337045382318,-0.40281790248475247,-0.026589808599674383,0.10631804519512618,-0.24059405931564043,-0.06569395489354446,-0.4456956071708041,0.849855747725894,Enrolled,-0.0662792136373152,-0.07337842644980562,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.10012594458438287,0.06801007556675064,0.8790931989924433,0.03904282115869018,0.10012594458438287,0.02702702702702703,-0.2960070625671899,-0.4856657172534554,-0.09860787271050643,-1.8875540431047109,-3.029119892787263,-0.23965421004974108,-0.27024757783927017,-0.5126337045382318,-1.2444953092555247,-1.862442680611967,-3.0890388566938456,-0.24059405931564043,-1.398274251602749,1.0115097133711703,0.11525192703235371,Enrolled,-0.0662792136373152,-0.07337842644980562,False,False,False,False,False,False,True,True,False,True,True,True,False,False
0.010075566750629723,0.031486146095717885,0.8790931989924433,0.14231738035264482,0.13664987405541562,0.05405405405405411,-0.2960070625671899,0.01775279384216274,-0.3875180237516211,0.2978030730007726,0.41968592057097426,-0.23965421004974108,-0.27024757783927017,0.03371684768103809,-0.40281790248475247,0.43237340940339875,-0.03261051575656826,-0.24059405931564043,1.6095498466837415,1.1572302454253676,-1.7774332109898265,Enrolled,-0.8341372009144509,-0.11430745391811992,False,False,True,False,False,False,True,True,False,False,True,False,False,False
0.3778337531486146,0.06297229219143577,0.8790931989924433,0.16750629722921914,0.03400503778337532,0.02702702702702703,-0.2960070625671899,0.5211713049377809,0.19030227833060823,0.7348744962218693,0.24789390167249098,-0.23965421004974108,-0.27024757783927017,1.1264179521195776,-0.12225876689449507,1.350299845409545,0.7314965694777511,-0.24059405931564043,1.0003702824738196,-1.1014380014146925,0.3183482774593913,Enrolled,-0.0662792136373152,-0.07337842644980562,False,False,False,True,False,False,True,True,False,False,True,True,False,False
0.07619647355163728,0.01322418136020151,0.8790931989924433,0.03904282115869018,0.13727959697732997,0.5405405405405406,1.4535929945917339,1.024589816033399,0.7681225804128375,1.171945919442966,0.06799848565615417,-0.23965421004974108,1.2355529611388385,0.5800673999003079,0.15830036869576233,0.8913366274064719,0.29155612646405193,-0.24059405931564043,1.0003702824738196,-1.1014380014146925,0.3183482774593913,Enrolled,-0.0662792136373152,-0.07337842644980562,False,False,False,False,False,False,False,False,False,True,True,False,False,False
