marital_status,previous_qualification_grade,admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,target
-0.3006855760558882,-0.8250342298800831,0.00041484624840820716,0.9062973087466635,-0.35830221699965764,0.39316682549746695,1.3806973093506187,-0.6034474428104724,-0.44221211406891475,-2.4655379774633057,0
-0.3006855760558882,2.0458046742478526,1.040849237257138,0.9062973087466635,-0.35830221699965764,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,1
-0.3006855760558882,-0.8250342298800831,-0.17070923122013287,0.9062973087466635,-0.35830221699965764,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,0
-0.3006855760558882,-0.8250342298800831,-0.5266473123546985,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,1
1.3308370563549852,-2.48709885858573,0.9723996062697218,-1.1033906758290164,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,2.751894010712527,-0.13128815572234495,1
1.3308370563549852,0.013552923694129249,-0.8552055410942973,-1.1033906758290164,2.7909400292685196,0.39316682549746695,1.3806973093506187,-0.6034474428104724,3.3907152356688153,-0.5203297926791717,1
-0.3006855760558882,0.6859336143977778,0.07570944033456686,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,0.25775348123448183,1
-0.3006855760558882,-1.0516794065217623,-0.9715699137729054,0.9062973087466635,-0.35830221699965764,-2.5434495871687997,1.3806973093506187,-0.6034474428104724,-0.18668362408639944,-0.5203297926791717,0
-0.3006855760558882,0.30819165332831255,0.13731410822324205,-1.1033906758290164,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-0.13128815572234495,1
-0.3006855760558882,0.3837400455422056,-0.29391856699748226,0.9062973087466635,2.7909400292685196,-2.5434495871687997,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,0
-0.3006855760558882,0.4592884377560986,0.22629862850688223,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.6977406040514301,-0.13128815572234495,1
-0.3006855760558882,0.23264326111441952,-0.5471822016509232,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,0.6467951181913085,1
-0.3006855760558882,0.005998084472740374,0.19891877611191527,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.5699763590601724,-0.13128815572234495,0
-0.3006855760558882,-1.7316149364467996,-1.0605544340565465,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.3144478690776571,-0.13128815572234495,1
-0.3006855760558882,1.214772359895029,0.671221229925089,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,1.657145144807706,-0.6977406040514301,-0.5203297926791717,1
-0.3006855760558882,-0.4472922688106179,-0.45135271826853984,0.9062973087466635,-0.35830221699965764,0.39316682549746695,-0.7242717091049654,-0.6034474428104724,-0.44221211406891475,-0.13128815572234495,0
