Application mode,Course,Previous qualification,Mother's occupation,Father's occupation,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Previous qualification (grade),Admission grade,Application order_1,Application order_2,Application order_3,Application order_4,Application order_5,Application order_6,Daytime/evening attendance_1,Displaced_1,Educational special needs_1,Debtor_1,Tuition fees up to date_1,Gender_1,Scholarship holder_1,International_1
0.0027548209366391185,0.03746556473829201,0.8316804407713498,0.18112947658402204,0.03553719008264463,0.037735849056603765,-0.3045174163605091,-0.5203297926791717,-0.7165292505824977,0.06441588839141525,0.012881239733568528,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,0.05977231867477963,0.15229340222903848,0.285321778213122,-0.19014840803861957,0.2885488573505395,-0.528336110760668,0.7962457228197825,0,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0.09146005509641873,0.02672176308539945,0.006060606060606061,0.07066115702479339,0.11267217630853994,0.4150943396226415,2.5215554652028715,1.813920029061789,1.1499947390941918,1.9177554513571016,0.7751014385512427,-0.18987096498229525,2.6790733713345776,0.752894736936301,0.05977231867477963,1.1010778131410695,0.6319746731354854,-0.19014840803861957,0.4010228016753791,1.7825997112809473,-0.7482244728054344,0,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.3878787878787879,0.0290633608815427,0.8316804407713498,0.07066115702479339,0.15289256198347106,0.018867924528301883,-0.3045174163605091,-0.13128815572234495,-0.016582754453739097,0.373305815552363,0.3226830029322613,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,-0.4448172552541741,0.46855487253304884,0.6319746731354854,-0.19014840803861957,-0.19883823472376758,-0.4561193663218675,0.8980302915859142,0,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,True,False,False,True,False,False,False
0.09146005509641873,0.0012396694214876034,0.8316804407713498,0.18112947658402204,0.08305785123966943,0.33962264150943394,-0.3045174163605091,0.25775348123448183,0.2167327442558471,-1.4800337474133234,-2.0832243070150342,-0.18987096498229525,-0.2876857311500217,0.3109465003452964,0.05977231867477963,-1.4290139492910132,-1.8310853697339382,-0.19014840803861957,-0.19883823472376758,-0.4561193663218675,0.8980302915859142,1,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,True,True,True,False,False
0.03264462809917355,0.03746556473829201,0.8316804407713498,0.18112947658402204,0.08305785123966943,0.09433962264150941,1.714106070470477,1.0358367551481353,0.2167327442558471,0.06441588839141525,0.13152872351179126,-0.18987096498229525,2.1846135209204776,1.1948429735273058,1.5735410404616408,0.7848163428370591,0.22146466599058146,2.4851954725047487,0.4010228016753791,1.7825997112809473,-0.7482244728054344,1,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0.015013774104683195,0.02947658402203857,0.8316804407713498,0.04504132231404959,0.03553719008264463,0.09433962264150941,-0.3045174163605091,-0.5203297926791717,-1.8831067441304288,-1.4800337474133234,-2.0832243070150342,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,-1.9585859770410354,-1.4290139492910132,-1.8310853697339382,-0.19014840803861957,-1.0236471597725942,0.1216145891885362,1.5574172805491155,1,-2.2446704965317124,-1.9826924243795658,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0.09146005509641873,0.09173553719008265,0.03360881542699724,0.04504132231404959,0.03553719008264463,0.22641509433962265,0.09920728100568814,0.6467951181913085,-0.016582754453739097,0.6821957427133107,0.7360659027627359,-0.18987096498229525,0.20677411926407815,0.752894736936301,0.05977231867477963,0.7848163428370591,0.7701145485556751,-0.19014840803861957,0.4010228016753791,1.7825997112809473,-0.7482244728054344,0,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0.10165289256198347,0.030303030303030304,0.8316804407713498,0.15234159779614326,0.0871900826446281,0.05660377358490565,-0.3045174163605091,-0.13128815572234495,0.4500482429654333,-0.862253893091428,0.22381009978374233,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,0.5643618926037334,-0.16396806807497186,0.08462799694228015,-0.19014840803861957,1.4507796153738863,1.1326490113317427,-1.7926226566666124,1,-2.137833841520395,-1.9536731236679197,True,False,False,False,False,False,True,True,False,True,True,False,False,False
0.3878787878787879,0.03746556473829201,0.8316804407713498,0.18484848484848485,0.08305785123966943,0.018867924528301883,-0.3045174163605091,-0.5203297926791717,-0.4832137518729115,0.06441588839141525,0.4874711748464598,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,-0.697112042218651,0.15229340222903848,0.7231991191676862,-0.19014840803861957,-1.5110342518469013,0.988215522454142,0.1457095659232012,0,0.5330825337625338,1.7511242671856204,True,False,False,False,False,False,True,True,False,False,True,False,False,False
0.3878787878787879,0.0290633608815427,0.8316804407713498,0.18484848484848485,0.15289256198347106,0.037735849056603765,-0.3045174163605091,-0.13128815572234495,0.2167327442558471,0.06441588839141525,0.5270203361058672,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,0.05977231867477963,0.15229340222903848,0.17585244297448102,-0.19014840803861957,0.2885488573505395,-0.528336110760668,0.7962457228197825,0,-1.389977256441175,-1.0057093004208,False,True,False,False,False,False,True,True,False,False,True,False,True,False
