Application mode,Course,Previous qualification,Mother's occupation,Father's occupation,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Previous qualification (grade),Admission grade,Application order_1,Application order_2,Application order_3,Application order_4,Application order_5,Application order_6,Daytime/evening attendance_1,Displaced_1,Educational special needs_1,Debtor_1,Tuition fees up to date_1,Gender_1,Scholarship holder_1,International_1,Target
0.09820936639118458,0.009504132231404958,0.8316804407713498,0.03484848484848485,0.11267217630853994,0.05660377358490565,-0.3045174163605091,0.25775348123448183,1.1499947390941918,-0.2444740387695325,0.5863440779949788,-0.18987096498229525,-0.2876857311500217,0.3109465003452964,0.8166566795682102,-0.16396806807497186,0.21690344368897135,-0.19014840803861957,-0.19883823472376758,-0.4561193663218675,0.8980302915859142,0.00958292420707915,-0.03839927669924889,False,True,False,False,False,False,True,True,False,False,True,False,False,False,1
0.09146005509641873,0.023829201101928373,0.8316804407713498,0.15234159779614326,0.11267217630853994,0.2830188679245283,-0.3045174163605091,-0.13128815572234495,-0.016582754453739097,-0.5533639659304802,0.4874711748464598,-0.18987096498229525,1.6901536705063778,1.6367912101183104,1.5735410404616408,0.46855487253304884,0.2540448252877961,-0.19014840803861957,1.7132188187985127,-0.6727695996382689,-0.40304202220724833,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,True,False,True,False,False,1
0.09146005509641873,0.01652892561983471,0.8316804407713498,0.07052341597796143,0.01721763085399449,0.22641509433962265,-0.3045174163605091,-0.5203297926791717,0.6833637416750195,-1.4800337474133234,-2.0832243070150342,5.700997435750455,-0.2876857311500217,-0.5729499728367129,-0.4448172552541741,-1.4290139492910132,-1.8310853697339382,1.1475235322330646,-0.8361905858978608,-1.467153788465074,-1.3766335495354654,0.00958292420707915,-0.667150792118257,True,False,False,False,False,False,True,False,False,True,False,True,False,False,1
0.09146005509641873,0.023829201101928373,0.8316804407713498,0.18112947658402204,0.14586776859504133,0.490566037735849,-0.3045174163605091,-0.13128815572234495,0.4500482429654333,-0.2444740387695325,0.3391618201236813,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,1.321246253497164,-0.16396806807497186,0.08462799694228015,-0.19014840803861957,-1.0236471597725942,0.1216145891885362,1.5574172805491155,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1
0.09146005509641873,0.03608815426997245,0.8316804407713498,0.009641873278236915,0.008953168044077135,0.33962264150943394,-0.3045174163605091,-0.5203297926791717,1.383310237803778,-1.1711438202523756,0.28972536854942177,2.7555632353840798,-0.2876857311500217,-0.5729499728367129,0.8166566795682102,-0.7964910086829925,0.08462799694228015,1.1475235322330646,-0.8361905858978608,-1.467153788465074,-1.3766335495354654,-2.4583438065543466,-1.634460815839808,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
0.09820936639118458,0.04090909090909091,0.8316804407713498,0.07052341597796143,0.0871900826446281,0.037735849056603765,-0.3045174163605091,-0.13128815572234495,-0.24989825316332528,0.373305815552363,0.38859827169794076,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,-0.19252246828969724,0.46855487253304884,0.44952578107108365,-0.19014840803861957,-0.3113121790486072,0.1216145891885362,0.774118642653232,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.09820936639118458,0.0290633608815427,0.8316804407713498,0.15234159779614326,0.15289256198347106,0.05660377358490565,-0.3045174163605091,-0.13128815572234495,-0.24989825316332528,0.373305815552363,0.6287181793443439,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,0.05977231867477963,0.46855487253304884,0.8535197563565445,-0.19014840803861957,1.7132188187985127,-0.6727695996382689,-0.40304202220724833,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,False,True,True,False,False,0
0.3878787878787879,0.09173553719008265,0.8316804407713498,0.12975206611570247,0.0871900826446281,0.037735849056603765,-0.3045174163605091,0.25775348123448183,-0.24989825316332528,0.6821957427133107,0.38775078967095344,-0.18987096498229525,-0.2876857311500217,0.752894736936301,0.3120671056392565,0.7848163428370591,0.4026103516830948,-0.19014840803861957,-0.19883823472376758,-0.4561193663218675,0.8980302915859142,-0.21477405131668625,-0.07709167764811148,False,True,False,False,False,False,True,True,False,False,True,False,True,False,1
0.09146005509641873,0.02947658402203857,0.8316804407713498,0.18484848484848485,0.15289256198347106,0.3773584905660377,-0.3045174163605091,-0.5203297926791717,-0.016582754453739097,0.06441588839141525,0.4874711748464598,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,0.8166566795682102,-0.16396806807497186,0.6015665244580852,2.4851954725047487,1.7132188187985127,-0.6727695996382689,-0.40304202220724833,-1.389977256441175,1.0836803508177497,True,False,False,False,False,False,False,False,False,False,True,True,True,False,1
0.09820936639118458,0.043112947658402206,0.8316804407713498,0.03484848484848485,0.11267217630853994,0.037735849056603765,-0.3045174163605091,-0.13128815572234495,-0.016582754453739097,0.06441588839141525,0.32927452980882926,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,-0.19252246828969724,0.46855487253304884,0.2670768890066819,-0.19014840803861957,-0.8361905858978608,-1.467153788465074,-1.3766335495354654,0.00958292420707915,-0.03839927669924889,False,True,False,False,False,False,True,True,False,False,True,False,True,False,0
0.09820936639118458,0.043112947658402206,0.8316804407713498,0.18112947658402204,0.14586776859504133,0.018867924528301883,-0.3045174163605091,-0.13128815572234495,-0.016582754453739097,0.373305815552363,0.4380347232722003,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,0.5643618926037334,0.46855487253304884,0.38870948371628294,-0.19014840803861957,0.4010228016753791,1.7825997112809473,-0.7482244728054344,0.00958292420707915,-0.03839927669924889,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.024380165289256198,0.043112947658402206,0.022727272727272728,0.15234159779614326,0.14586776859504133,0.037735849056603765,0.9066566757380826,-0.13128815572234495,-0.4832137518729115,0.373305815552363,0.7181746155263373,-0.18987096498229525,0.7012339696781781,-0.13100173624570824,-0.4448172552541741,0.46855487253304884,0.6319746731354854,-0.19014840803861957,0.2885488573505395,-0.528336110760668,0.7962457228197825,0.00958292420707915,-0.03839927669924889,False,True,False,False,False,False,True,True,False,False,True,False,False,False,0
0.3878787878787879,0.03608815426997245,0.8316804407713498,0.15234159779614326,0.008953168044077135,0.018867924528301883,-0.3045174163605091,-0.5203297926791717,-0.4832137518729115,0.06441588839141525,0.7247661424029053,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,-0.19252246828969724,0.15229340222903848,0.3218115566260025,-0.19014840803861957,-1.5110342518469013,0.988215522454142,0.1457095659232012,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0
0.01818181818181818,0.01955922865013774,0.03360881542699724,0.03168044077134986,0.032506887052341595,0.13207547169811323,-0.3045174163605091,-0.13128815572234495,0.9166792403846057,-1.4800337474133234,-2.0832243070150342,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,0.5643618926037334,-1.4290139492910132,-1.8310853697339382,-0.19014840803861957,-0.8361905858978608,-1.467153788465074,-1.3766335495354654,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,True,False,False,False,False,False,False,1
0.09820936639118458,0.01652892561983471,0.8316804407713498,0.18112947658402204,0.11267217630853994,0.037735849056603765,-0.3045174163605091,-0.5203297926791717,-0.7165292505824977,0.06441588839141525,0.25017620729001433,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,-0.697112042218651,0.15229340222903848,0.5772400055161647,-0.19014840803861957,-0.3113121790486072,0.1216145891885362,0.774118642653232,0.00958292420707915,-0.03839927669924889,True,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.3878787878787879,0.09173553719008265,0.8316804407713498,0.18484848484848485,0.15289256198347106,0.018867924528301883,-0.3045174163605091,0.25775348123448183,-0.24989825316332528,0.373305815552363,0.9225119486999432,-0.18987096498229525,-0.2876857311500217,0.3109465003452964,-0.19252246828969724,0.46855487253304884,0.9421377896449682,-0.19014840803861957,-1.5110342518469013,0.988215522454142,0.1457095659232012,1.9219590489096567,1.0740072505805347,True,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.09146005509641873,0.02947658402203857,0.03360881542699724,0.03168044077134986,0.14586776859504133,0.24528301886792453,-0.3045174163605091,-0.5203297926791717,-0.7165292505824977,0.06441588839141525,0.8038644649217205,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,-0.697112042218651,0.15229340222903848,0.9786275680578488,-0.19014840803861957,0.4010228016753791,1.7825997112809473,-0.7482244728054344,-0.3216107063280034,3.202089302767947,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0.09146005509641873,0.03608815426997245,0.025895316804407712,0.18112947658402204,0.15289256198347106,0.6415094339622642,-0.3045174163605091,-0.13128815572234495,-1.8831067441304288,-1.4800337474133234,-2.0832243070150342,-0.18987096498229525,-0.2876857311500217,-0.13100173624570824,-1.9585859770410354,-1.4290139492910132,-1.8310853697339382,-0.19014840803861957,0.2885488573505395,-0.528336110760668,0.7962457228197825,0.00958292420707915,1.6543932648134654,True,False,False,False,False,False,True,False,False,False,True,True,False,False,1
0.03264462809917355,0.09173553719008265,0.8316804407713498,0.18112947658402204,0.11267217630853994,0.05660377358490565,-0.3045174163605091,0.25775348123448183,0.2167327442558471,0.6821957427133107,0.35454204950233975,-0.18987096498229525,-0.2876857311500217,0.752894736936301,0.5643618926037334,1.1010778131410695,0.31013482753388083,-0.19014840803861957,1.4507796153738863,1.1326490113317427,-1.7926226566666124,0.00958292420707915,-0.03839927669924889,False,False,True,False,False,False,True,True,False,True,True,False,True,False,0
0.3878787878787879,0.03746556473829201,0.8316804407713498,0.18484848484848485,0.15289256198347106,0.07547169811320753,-0.3045174163605091,-0.5203297926791717,-0.24989825316332528,-0.862253893091428,0.0919795622523838,-0.18987096498229525,-0.2876857311500217,-0.5729499728367129,0.3120671056392565,-0.4802295383789822,0.2540448252877961,-0.19014840803861957,-0.3113121790486072,0.1216145891885362,0.774118642653232,-1.6036505664638092,-1.537729813467653,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1
